stationReference,lat,long,easting,northing,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,latestReading,parameter,qualifier,unitName
44204,50.776561,-2.574345,359600.0,97600.0,2.07,0.049,0.74,0.024,0.497,level,Stage,m
692348,53.357485,-1.996738,400314.0,384513.0,2.459,0.545,2.14,0.58,0.992,level,Stage,m
4091TH,51.47009,-0.2450649999999999,521990.0,176030.0,1.836,0.511,2.14,0.897,1.342,level,Stage,mASD
F1715,53.747992,-1.448902,436440.0,428100.0,0.906,0.054,0.5,0.088,0.218,level,Stage,m
720780,53.938698,-2.955067,337400.0,449600.0,2.448,-0.132,1.5,0.408,0.772,level,Stage,m
E14710,50.70114,-1.298748,449619.0,89290.0,3.55,2.55,3.3,2.5700000000000003,3.026,level,Stage,mAOD
E15260,51.450401,0.173287,551110.0,174620.0,1.32,0.033,0.9,0.076,0.217,level,Stage,mASD
023020,54.976253,-2.095184,394005.0,564633.0,34.84,30.809,33.3,31.17,31.882,level,Stage,mAOD
46122,50.479033,-3.761402,275120.0,65840.0,4.412,0.08,1.8,0.291,1.191,level,Stage,m
023002,54.851887,-1.937552,404107.0,550791.0,3.208,0.085,1.9,0.215,0.346,level,Stage,m
2831,52.74738,-2.971662,334507.0,317084.0,6.265,0.893,4.779,0.933,5.247,level,Stage,mASD
E12483,50.969991,-1.33715,446639.0,119162.0,1.728,0.0,1.7000000000000002,0.45,0.816,level,Stage,mASD
E4823,52.529248,-0.7587689999999999,484300.0,293100.0,5.04,0.0,1.79,0.237,0.546,level,Stage,mASD
L0904,53.596385,-1.063688,462065.0,411499.0,7.577,0.14,5.4,1.52,4.494,level,Stage,mAOD
48138,50.131125,-5.255319,167447.0,30748.0,1.798,0.013,1.1,0.133,0.779,level,Stage,m
5355TH,51.643461,-0.0950029999999999,531910.0,195570.0,2.418,0.922,2.2,0.958,1.134,level,Stage,mASD
43210,50.853069,-2.167089,388334.0,105964.0,2.782,0.293,1.1,0.388,0.772,level,Stage,mASD
730520,54.33056,-2.721958,353148.0,493019.0,1.262,-0.588,0.5,0.01,0.084,level,Stage,m
L1703,53.731002,-1.358177,442440.0,426260.0,3.36,0.0,2.7,1.02,2.138,level,Stage,m
2646,52.28899,-2.418688,371538.0,265734.0,6.075,0.151,1.367,0.221,1.533,level,Stage,mASD
744312,54.440158,-3.529373,300909.0,506051.0,2.409,0.08,1.7000000000000002,0.34,0.965,level,Stage,m
692524,53.407306,-2.174445,388500.0,390070.0,4.342,0.319,1.8,0.398,1.053,level,Stage,m
L1816,53.721659,-1.209849,452237.0,425319.0,7.596999999999999,-0.382,5.0,0.356,0.481,level,Stage,m
2015,52.114425,-2.108012,392700.0,246240.0,4.061,0.05,1.9,0.165,0.73,level,Stage,mASD
F2106,54.038156,-1.650292,423000.0,460300.0,3.664,0.049,2.1,0.105,1.487,level,Stage,m
44107,50.789421,-2.750022,347228.0,99141.0,3.136,0.0,1.73,0.276,0.519,level,Stage,mASD
2511,51.91699,-2.086745,394130.0,224278.0,1.461,0.17,0.618,0.22,0.741,level,Stage,mASD
2275,51.697286,-2.218553,384991.0,199861.0,0.638,0.11,1.5,0.273,0.54,level,Stage,mASD
L2043,53.883728,-1.440943,436846.0,443206.0,2.125,0.089,1.8,0.121,0.349,level,Stage,m
4382TH,51.405031,0.0562509999999999,543120.0,169340.0,2.451,0.789,2.4,1.039,1.181,level,Stage,mASD
4868TH,51.875292,-0.062702,533460.0,221410.0,1.772,0.547,1.4,0.6920000000000001,0.714,level,Stage,mASD
E2710,52.731094,-0.419825,506800.0,316000.0,1.7000000000000002,0.0,0.89,0.31,0.596,level,Stage,mASD
723423,54.314107,-2.555012,363990.0,491090.0,3.909,0.28,1.556,0.37,1.699,level,Stage,m
51110,51.155718,-3.302248,309023.0,140414.0,1.502,0.04,0.8,0.08,0.352,level,Stage,m
E714,51.108316,0.172486,552180.0,136580.0,2.352,0.024,1.25,0.127,0.546,level,Stage,mASD
L0807,53.543567,-1.369767,441860.0,405400.0,2.11,0.06,1.7000000000000002,0.11,0.505,level,Stage,m
50126,51.073179,-4.041276,257088.0,132411.0,2.967,0.304,0.8150000000000001,0.474,0.593,level,Stage,mASD
L3807,54.488529,-1.135197,456120.0,510700.0,1.64,0.02,0.74,0.03,0.099,level,Stage,m
53126,51.399488,-2.447727,368949.0,166813.0,2.306,0.41,1.409,0.455,1.266,level,Stage,mASD
46150,50.486806,-3.568943,288793.0,66398.0,1.533,0.24,1.51,0.294,0.467,level,Stage,m
L2725,54.23945,-0.717218,483700.0,483400.0,0.653,0.054,0.85,0.107,0.142,level,Stage,m
762600,54.898639,-2.932277,340310.0,556390.0,7.912,0.235,2.5,0.263,2.622,level,Stage,m
021039,55.593513,-2.232993,385414.0,633347.0,2.721,0.145,1.9,0.236,0.585,level,Stage,m
5190TH,51.764828,0.015113,539156.0,209271.0,1.859,0.611,1.81,1.337,1.427,level,Stage,mASD
43113,51.17155,-1.785174,415115.0,141390.0,1.026,0.105,0.7000000000000001,0.145,0.58,level,Stage,m
L32014_NE,53.734403,-0.435579,503295.0,427583.0,1.579,0.0,1.35,0.031,0.078,level,Stage,m
4378TH,51.383249,0.0726639999999999,544330.0,166950.0,1.761,-0.031,1.2,0.046,0.424,level,Stage,mASD
E1633,52.45855,-0.6117239999999999,494426.0,285418.0,3.04,0.026,0.99,0.048,0.284,level,Stage,mASD
743008,54.422403,-3.334074,313537.0,503818.0,2.008,0.097,0.85,0.25,0.926,level,Stage,m
49113,50.844477,-4.5091660000000005,223447.0,107996.0,1.589,0.08,1.0,0.18,0.424,level,Stage,m
2935TH,51.410875,-0.515797,503320.0,169029.0,1.6800000000000002,-0.02,1.1,0.3,0.741,level,Stage,mASD
E21284,51.61221,0.52337,574812.0,193392.0,2.689,0.04,1.67,0.021,0.328,level,Stage,m
1674TH,51.740477,-1.259957,451195.0,204901.0,1.198,0.18,1.394,0.23,0.656,level,Stage,mASD
2613TH,51.436318,-0.7472219999999999,487177.0,171558.0,2.962,1.67,2.9,1.719,1.973,level,Stage,mASD
2802TH,51.602909,-0.384264,511996.0,190578.0,1.173,0.073,1.0,0.148,0.23,level,Stage,mASD
L1502,53.876388,-1.891964,407200.0,442250.0,3.876,-0.03,1.8,0.0,1.247,level,Stage,m
L39020,54.678181,-1.218223,450507.0,531740.0,1.18,0.003,0.95,0.012,0.271,level,Stage,m
1100TH,51.757544,-1.366384,443830.0,206730.0,2.006,0.508,1.3,0.5,1.227,level,Stage,mASD
50131,50.706654,-4.036259,256315.0,91647.0,1.639,0.031,1.5,0.103,0.468,level,Stage,m
L2551,54.248349,-1.065163,461011.0,484034.0,0.195,0.031,0.9,0.033,0.195,level,Stage,m
744111,54.525555,-3.416967,308390.0,515400.0,2.458,0.05,1.55,0.169,0.944,level,Stage,m
024030,54.715017,-1.74235,416696.0,535589.0,0.349,0.011,0.7000000000000001,0.02,0.067,level,Stage,m
4186TH,51.416099,-0.143444,529200.0,170200.0,2.868,0.753,2.7,0.834,0.891,level,Stage,mASD
52126,51.034896,-2.833902,341624.0,126502.0,3.834,0.18,2.26,0.5640000000000001,2.113,level,Stage,mASD
431117,50.846503,-1.797009,414387.0,105240.0,1.44,0.098,0.9,0.0,1.113,level,Stage,mAOD
700405,53.65471,-2.612083,359643.0,417755.0,0.811,0.127,1.0,0.16,0.293,level,Stage,m
761104,54.649895,-2.737527,352508.0,528562.0,2.934,0.275,1.8,0.325,1.576,level,Stage,m
E14741,50.61912,-1.353938,445801.0,80134.0,1.52,0.06,1.52,0.1,0.378,level,Stage,mASD
2529,52.034502,-1.868386,409125.0,237353.0,3.039,0.494,0.967,0.526,0.682,level,Stage,mASD
E21737,52.134462,0.141784,546686.0,250626.0,1.04,0.04,0.395,0.127,0.164,level,Stage,m
E29202,50.949713,-0.529578,503387.0,117727.0,2.89,0.0,2.25,0.207,0.768,level,Stage,mASD
2528,52.044806,-1.886436,407885.0,238497.0,0.88,0.105,0.6000000000000001,0.139,0.276,level,Stage,mASD
E2273,52.43909,-0.734823,486100.0,283100.0,1.956,0.0,1.6,0.018,0.318,level,Stage,mASD
E13404,50.941207,-1.495758,435524.0,115873.0,1.07,0.38,0.882,0.015,0.612,level,Stage,mASD
L2926,54.554078,-0.880451,472506.0,518226.0,1.0,0.0,1.4,0.1,0.463,level,Stage,m
021009,55.722365,-2.16338,389835.0,647675.0,6.286,-0.12,3.55,1.088,2.667,level,Stage,m
732003,54.201851,-2.953279,337912.0,478877.0,0.843,0.293,1.2,0.31,0.762,level,Stage,m
E13851,51.177844,-1.39845,442146.0,142240.0,0.99,0.27,0.84,0.32,0.599,level,Stage,mASD
713038,53.815409,-2.53514,364863.0,435593.0,0.582,0.003,1.0,0.05,0.326,level,Stage,m
E21862,52.253951,-0.309376,515500.0,263100.0,3.445,1.075,1.299,0.096,0.515,level,Stage,mASD
710200,53.940669,-2.326107,378690.0,449446.0,0.394,0.038,0.7000000000000001,0.075,0.294,level,Stage,m
E1191,53.143044,-0.241774,517700.0,362100.0,3.07,0.0,2.9,0.163,0.652,level,Stage,mASD
E13363,50.957997,-1.495975,435496.0,117740.0,1.77,0.81,1.55,0.9,1.405,level,Stage,mASD
710401,53.891887,-2.350346,377072.0,444026.0,0.186,0.0,0.9,0.02,0.126,level,Stage,m
755825,54.827452,-3.162746,325399.0,548690.0,2.294,0.064,1.0,0.005,0.441,level,Stage,m
720708,53.844871,-3.005565,333937.0,439207.0,0.927,0.149,1.8,0.2,0.384,level,Stage,m
F2290,54.290034,-2.258043,383300.0,488300.0,1.419,0.026,0.6000000000000001,0.068,0.539,level,Stage,m
E15060,50.729406,-1.152672,459899.0,92541.0,2.65,0.177,1.9,0.02,0.247,level,Stage,mASD
47129,50.655106,-4.353424,233740.0,86580.0,3.234,0.053,1.4,0.103,0.507,level,Stage,m
2884,52.695435,-2.3242,378186.0,310912.0,0.55,0.1,0.3,0.1,0.247,level,Stage,mASD
023062,54.988973,-2.110623,393019.0,566050.0,0.686,-0.078,0.157,-0.033,0.108,level,Stage,m
1911TH,51.826251,-0.856541,478900.0,214800.0,2.512,0.206,1.9,0.406,1.622,level,Stage,mASD
2608,52.656574,-2.716652,351620.0,306781.0,1.8,0.04,1.2,0.06,0.383,level,Stage,mASD
780001,55.066848,-2.946363,339660.0,575120.0,4.363,0.362,2.0,0.437,1.628,level,Stage,m
E40684,53.460884,-0.4741959999999999,501400.0,397100.0,2.47,0.0,1.35,0.019,0.393,level,Stage,mASD
2046,52.639325,-2.326002,378036.0,304671.0,0.5,0.05,0.35,0.06,0.145,level,Stage,mASD
761595,54.610376,-2.827047,346680.0,524229.0,4.521,1.251,2.2,1.294,2.528,level,Stage,m
E14811,50.695451,-1.305261,449165.0,88653.0,0.81,0.006,0.38,0.025,0.22,level,Stage,mASD
693976,53.390658,-2.560365,362830.0,388350.0,5.537,1.57,4.14,3.548,3.962,level,Stage,m
L0235,53.231179,-1.454659,436500.0,370600.0,2.764,0.333,1.1,0.36,0.52,level,Stage,m
F3581,54.672926,-2.234106,385000.0,530900.0,1.697,0.074,0.578,0.13,0.557,level,Stage,m
2125,52.714919,-2.749968,349434.0,313294.0,2.446,0.02,0.43,0.03,0.736,level,Stage,mASD
4080,52.541117,-1.695622,420740.0,293740.0,1.994,0.185,0.799,0.302,0.464,level,Stage,mASD
53148,51.493159,-2.280981,380589.0,177173.0,0.799,0.0,0.5,0.0,0.207,level,Stage,m
F2216,54.13342,-1.51864,431550.0,470950.0,1.816,0.05,1.4,0.111,0.664,level,Stage,m
E921,51.275499,0.095139,546236.0,155013.0,1.055,0.003,0.89,0.047,0.281,level,Stage,mASD
E9960,51.060158,-0.333561,516878.0,130301.0,37.402,34.3,35.7,34.35,35.489,level,Stage,mAOD
E11321,50.860206,-0.976619,472123.0,107243.0,1.43,0.01,1.43,0.03,0.095,level,Stage,mASD
44217,50.71564,-2.409207,371206.0,90748.0,1.202,0.048,0.5,0.096,0.705,level,Stage,m
2215,52.39358,-1.551005,430650.0,277380.0,1.437,0.144,2.73,0.202,0.314,level,Stage,mASD
51129,51.13732,-3.29251,309668.0,138356.0,0.749,0.172,1.0,0.01,0.378,level,Stage,m
2621,52.29694,-1.777373,415279.0,266559.0,2.426,0.369,0.546,0.387,0.468,level,Stage,mASD
4815TH,51.919973,-0.123165,529170.0,226270.0,1.494,-0.083,1.225,-0.07,0.206,level,Stage,mASD
4199,53.16878,-0.8014300000000001,480220.0,364190.0,8.198,1.651,7.5,2.257,4.526,level,Stage,mASD
E861,51.097082,0.3303419999999999,563269.0,135669.0,2.318,0.039,1.2,0.121,0.66,level,Stage,mASD
713118,53.736803,-2.496786,367327.0,426829.0,3.779,0.456,1.4,0.5,0.714,level,Stage,m
4043,53.211297,-1.610938,426080.0,368320.0,5.166,0.962,3.3,1.037,1.559,level,Stage,mASD
L1405,53.840383,-1.945702,403670.0,438240.0,1.924,0.002,0.85,0.022,0.446,level,Stage,m
L1526,53.895472,-1.992271,400605.0,444368.0,1.176,0.011,1.0,0.091,0.343,level,Stage,m
48188,50.117377,-5.552432,146145.0,30189.0,0.676,0.044,0.3,0.051,0.334,level,Stage,m
681006,53.166353,-2.209364,386100.0,363270.0,1.352,0.054,0.7000000000000001,0.071,0.236,level,Stage,m
2213,52.40689,-1.522294,432594.0,278873.0,2.544,0.223,3.08,0.264,0.896,level,Stage,mASD
4692,52.943657,-1.225402,452149.0,338756.0,0.682,0.184,1.3,0.198,0.419,level,Stage,mASD
3232TH,51.161389,-0.1356679999999999,530460.0,141890.0,2.901,0.0,2.65,0.748,1.662,level,Stage,mASD
4687,52.901545,-1.321599,445729.0,334006.0,0.678,0.015,0.279,0.025,0.236,level,Stage,mASD
4006,52.805262,-2.011076,399350.0,323080.0,3.283,0.6920000000000001,1.502,0.803,1.591,level,Stage,mASD
E8371,50.915549,0.0373029999999999,543310.0,114875.0,6.38,1.63,5.7,1.8,4.1,level,Stage,mAOD
E13442,50.990231,-1.490981,435822.0,121327.0,17.84,16.13,17.6,16.15,16.376,level,Stage,mAOD
L2241,54.222378,-1.6615449999999998,422165.0,480794.0,1.024,-0.003,0.35,0.149,0.241,level,Stage,m
1003SO,51.280821,1.073832,614465.0,158008.0,1.472,0.162,0.95,0.232,0.677,level,Stage,mASD
730525,54.32299,-2.748854,351390.0,492195.0,0.277,0.013,0.8,0.05,0.17,level,Stage,m
52154,51.008129,-2.832096,341717.0,123524.0,4.038,0.422,1.463,0.67,2.124,level,Stage,mASD
E21505,51.981248,-0.715727,488300.0,232200.0,1.889,0.187,0.676,0.222,0.608,level,Stage,m
754008,54.762529,-3.278022,317862.0,541595.0,1.33,0.607,1.4,0.62,0.804,level,Stage,m
023103,55.230707,-2.581702,363100.0,593100.0,2.305,0.04,0.515,0.082,0.954,level,Stage,m
E21765,52.306909,0.351099,560388.0,270247.0,0.488,0.064,0.172,0.049,0.147,level,Stage,m
47000,52.846968,-1.619872,425698.0,327787.0,2.348,-0.056,1.473,0.158,1.619,level,Stage,mASD
4131,52.848235,-1.562071,429590.0,327950.0,3.709,0.107,2.35,0.858,2.204,level,Stage,mASD
2218,52.401988,-1.495801,434400.0,278340.0,2.008,0.111,1.93,0.153,0.193,level,Stage,mASD
753200,54.613959,-3.560833,299298.0,525433.0,0.734,0.182,1.1,0.25,0.34,level,Stage,m
724647,54.063594,-2.791879,348268.0,463364.0,3.845,0.404,2.007,0.58,1.009,level,Stage,m
E22712,52.047653,0.950823,602441.0,242917.0,1.5710000000000002,0.124,0.85,0.299,0.48,level,Stage,m
055L010SG,52.223407,-2.851042,341962.0,258698.0,1.278,0.0,1.2,0.0,0.622,level,Stage,mASD
E13480,50.997377,-1.496618,435421.0,122119.0,1.039,0.0,0.769,0.01,0.565,level,Stage,mASD
E4330,51.145063,0.846976,599232.0,142276.0,1.77,0.065,0.61,0.103,0.603,level,Stage,mASD
45129,51.054576,-3.479275,296417.0,129401.0,0.883,0.038,0.6000000000000001,0.059,0.114,level,Stage,m
52117,50.943504,-2.608654,357334.0,116184.0,4.565,0.0,3.1,0.116,1.086,level,Stage,m
713207,53.726088,-2.490476,367735.0,425634.0,0.277,0.011,1.4,0.03,0.005,level,Stage,m
2216,52.396604,-1.591684,427880.0,277700.0,1.491,0.0,3.2,0.0,0.057,level,Stage,mASD
021034,55.570489,-2.003375,399885.0,630760.0,3.842,0.215,1.879,0.623,1.146,level,Stage,m
021035,55.558931,-1.972111,401857.0,629474.0,4.473,0.175,1.13,0.135,1.156,level,Stage,m
45141,50.681467,-3.470581,296200.0,87900.0,1.492,0.05,0.65,0.339,0.642,level,Stage,m
4095,52.643962,-1.73394,418099.0,305170.0,3.208,0.252,2.1,0.418,0.764,level,Stage,mASD
L3411,53.798879,-0.799526,479167.0,434289.0,2.256,-0.489,1.0,-0.385,0.598,level,Stage,mAOD
4895,53.079153,-2.052945,396550.0,353550.0,2.279,0.037,1.88,0.068,0.697,level,Stage,mASD
531188,51.369714,-2.116187,392008.0,163413.0,1.27,0.055,0.6000000000000001,0.0,0.426,level,Stage,m
4040TH,51.393329,-0.241392,522450.0,167500.0,1.877,0.77,2.13,0.912,0.911,level,Stage,mASD
531190,51.631416,-2.575054,360294.0,192669.0,5.568,2.244,6.0,2.0,3.66,level,Stage,mAOD
F0103,53.26654,-1.337263,444300.0,374600.0,2.543,0.037,1.7000000000000002,0.103,0.653,level,Stage,m
E8654,50.91492,0.038854,543421.0,114808.0,6.6,5.02,5.7,5.25,5.68,level,Stage,mASD
4070TH,51.410502,-0.2472039999999999,522000.0,169400.0,2.459,0.338,2.4,0.779,0.796,level,Stage,mASD
2423TH,51.291321,-0.774462,485553.0,155401.0,1.65,0.14,1.53,0.18,1.06,level,Stage,mASD
531189,51.392039,-2.162982,388756.0,165902.0,1.677,0.0,0.8,0.0,0.414,level,Stage,m
E19035,52.197227,0.087527,542772.0,257498.0,2.12,0.007,1.0,0.057,0.284,level,Stage,mASD
L2225,54.149209,-1.570465,428153.0,472685.0,6.874,0.223,0.856,0.256,0.893,level,Stage,m
5518TH,51.597866,0.154258,549305.0,190979.0,1.346,0.258,1.502,0.266,0.503,level,Stage,mASD
49163,50.623763,-4.67804,210671.0,83875.0,1.082,0.131,0.8,0.182,0.398,level,Stage,m
765052,54.774406,-2.993311,336200.0,542620.0,3.5460000000000003,0.26,1.6,0.312,0.95,level,Stage,m
L08041,53.50515,-1.343017,443672.0,401142.0,1.859,0.038,1.0,0.142,0.324,level,Stage,m
E14821,50.649055,-1.249848,453131.0,83532.0,1.34,0.02,0.6900000000000001,0.05,0.286,level,Stage,mASD
E12412,50.935796,-1.368504,444470.0,115340.0,2.194,0.73,2.05,1.4,1.707,level,Stage,mASD
46117,50.441465,-3.852396,268560.0,61820.0,2.038,0.0,1.4,0.004,0.729,level,Stage,m
2927TH,51.399312,-0.5613100000000001,500180.0,167680.0,2.073,0.615,1.7000000000000002,0.706,0.765,level,Stage,mASD
49117,50.566809,-4.75052,205310.0,77731.0,1.224,0.0,0.8,0.053,0.347,level,Stage,m
531116,51.230803,-2.308252,378573.0,148003.0,3.27,0.292,2.55,0.364,0.879,level,Stage,m
2655TH,51.528985,-0.716959,489100.0,181900.0,1.467,0.13,1.3,0.161,0.119,level,Stage,mASD
52205,51.209432,-2.678492,352700.0,145800.0,1.401,0.1,0.765,0.419,0.796,level,Stage,m
E21222,52.450441,0.982414,602762.0,287793.0,0.86,0.021,0.301,0.047,0.169,level,Stage,m
692370,53.404904,-2.056058,396370.0,389790.0,2.008,0.08,1.7000000000000002,0.148,0.619,level,Stage,m
E13540,51.034114,-1.548274,431771.0,126181.0,23.87,22.92,23.8,22.94,23.229,level,Stage,mAOD
L1308,53.681545,-1.730465,417900.0,420600.0,3.346,0.13,1.3,0.201,0.721,level,Stage,m
765850,54.79619,-2.954259,338745.0,545009.0,2.875,0.16,1.0,0.176,0.528,level,Stage,m
2153,51.797035,-2.348106,376090.0,210990.0,7.308,1.186,7.0,1.589,3.131,level,Stage,mASD
50120,50.799678,-3.999785,259170.0,101920.0,3.654,0.15,1.6,0.235,0.852,level,Stage,m
760101,54.482067,-2.351872,377299.0,509694.0,2.685,0.031,1.4,0.072,0.905,level,Stage,m
50139,51.053143,-3.969407,262063.0,130046.0,1.178,0.0,0.59,0.049,0.257,level,Stage,mASD
720107,53.896103,-2.779699,348860.0,444720.0,4.236,0.05,3.15,0.17,0.99,level,Stage,m
E21445,52.089506,-0.721934,487662.0,244233.0,1.868,0.057,0.833,0.149,0.762,level,Stage,m
2807TH,51.58043,-0.4260649999999999,509155.0,188015.0,1.833,0.13,1.2,0.136,0.28,level,Stage,mASD
4071,53.062491,-0.852881,476970.0,352310.0,2.76,0.16,1.7000000000000002,0.22,0.748,level,Stage,mASD
2409TH,51.3188,-1.019874,468400.0,158200.0,0.88,0.156,0.55,0.183,0.34,level,Stage,mASD
53139,51.35329,-2.632652,356040.0,161770.0,3.133,0.047,0.9,0.06,0.218,level,Stage,m
E21747,52.354128,0.03732,538850.0,274850.0,3.145,0.088,2.55,0.584,2.002,level,Stage,mASD
2649,52.387107,-1.128914,459381.0,276922.0,2.4130000000000003,0.002,1.36,0.031,0.895,level,Stage,mASD
E9930,50.896759,-0.544372,502464.0,111818.0,3.69,1.228,2.5,1.4,1.594,level,Stage,mAOD
2084,52.461315,-2.207471,386000.0,284840.0,3.216,0.054,2.4,0.105,0.18,level,Stage,mASD
E22815,51.810408,0.674711,584481.0,215803.0,2.332,0.123,1.26,0.132,0.826,level,Stage,m
2320,51.85366,-2.578653,360241.0,217389.0,7.551,0.32,4.0,0.42,3.123,level,Stage,mASD
44110,50.732383,-2.752341,347000.0,92800.0,1.318,0.0,0.65,0.0,0.313,level,Stage,m
E21408,52.058452,-0.7047629999999999,488900.0,240800.0,1.496,0.029,0.341,0.07,0.312,level,Stage,m
022003,55.363152,-2.180351,388665.0,607700.0,1.592,0.024,1.0,0.039,0.17,level,Stage,m
E14520,50.76312,-1.537006,432750.0,96050.0,1.753,-1.152,1.753,-1.15,0.327,level,Stage,mAOD
F1385,53.684963,-1.660794,422500.0,421000.0,1.682,0.025,0.5,0.035,0.174,level,Stage,m
690201,53.608903,-2.109832,392830.0,412490.0,1.861,0.06,1.92,0.133,0.437,level,Stage,m
690503,53.546445,-2.371963,375450.0,405600.0,6.33,0.459,4.05,0.624,1.443,level,Stage,m
43126,50.873976,-1.7732549999999998,416050.0,108300.0,1.299,0.077,0.301,0.094,0.311,level,Stage,m
46126,50.551765,-3.916854,264300.0,74200.0,2.811,0.18,2.0,0.251,0.845,level,Stage,m
E1299,52.784469,-0.626388,492739.0,321651.0,1.81,0.0,0.84,0.079,0.413,level,Stage,mASD
L2409,54.011286,-1.199598,452550.0,457550.0,7.218,-0.041,6.75,0.117,3.744,level,Stage,m
5546TH,51.599864,0.249585,555900.0,191400.0,2.757,-0.368,2.2,-0.235,1.193,level,Stage,mASD
F3702,54.510602,-1.5628700000000002,428400.0,512900.0,1.353,0.08,0.88,0.142,0.4,level,Stage,m
0311TH,51.553565,-1.803214,413740.0,183872.0,2.188,0.72,1.69,0.735,1.051,level,Stage,mASD
47139,50.570244,-4.318502,235913.0,77067.0,2.325,0.182,1.8,0.286,1.063,level,Stage,m
L2905,54.458047,-0.824546,476300.0,507600.0,3.653,-0.01,1.8,0.069,0.35,level,Stage,m
1490TH,51.750579,-1.24661,452105.0,206034.0,6.18,4.67,6.19,4.8,5.108,level,Stage,mASD
L08013,53.513589,-1.312304,445700.0,402100.0,3.535,0.311,2.0,0.348,0.888,level,Stage,m
E25940,52.827359,0.847422,591934.0,329337.0,0.763,0.113,0.64,0.091,0.29,level,Stage,m
2550TH,51.635466,-0.7690100000000001,485290.0,193680.0,0.609,-0.137,1.0,0.0,0.134,level,Stage,mASD
744130,54.482917,-3.52339,301400.0,510800.0,3.275,0.32,1.5,0.361,1.056,level,Stage,m
50195,50.738205,-3.999871,258979.0,95085.0,1.48,0.066,0.9,0.103,0.444,level,Stage,m
43214,50.771447,-1.822108,412640.0,96889.0,1.744,0.19,0.64,0.23,0.842,level,Stage,m
E1660,52.271031,-0.922807,473600.0,264200.0,1.863,0.0,1.39,0.137,0.483,level,Stage,mASD
2093,52.191595,-1.70123,420520.0,254860.0,2.71,0.14,0.926,0.499,0.78,level,Stage,mASD
3247TH,51.204792,-0.1677,528100.0,146660.0,3.05,-0.044,2.4,0.183,1.067,level,Stage,mASD
022012,55.040628,-1.873213,408200.0,571800.0,2.763,0.0,1.4,0.057,1.04,level,Stage,m
724323,54.118746,-2.53947,364835.0,469345.0,3.433,0.491,2.709,0.511,1.542,level,Stage,m
45211,50.752859,-3.047245,326220.0,95330.0,2.591,0.1,1.5,0.199,0.936,level,Stage,m
E4321,51.157688,0.8151849999999999,596955.0,143594.0,3.9,0.0,2.34,0.066,0.227,level,Stage,mASD
E24821,52.373829,-0.149082,526100.0,276700.0,1.921,0.005,0.95,0.071,0.362,level,Stage,mASD
E14270,50.815958,-1.550253,431780.0,101920.0,2.131,0.027,1.32,0.131,0.819,level,Stage,mASD
712100,53.791155,-2.247834,383770.0,432790.0,2.001,0.562,1.5,0.581,0.913,level,Stage,m
51105,51.201053,-3.578034,289845.0,145833.0,1.133,0.0,0.65,0.043,0.309,level,Stage,m
4123,52.567357,-1.5257900000000002,432239.0,296721.0,2.15,0.361,1.7000000000000002,0.455,0.899,level,Stage,mASD
52108,50.974487,-3.313793,307856.0,120275.0,2.195,0.03,1.3,0.151,0.653,level,Stage,m
44227,50.609187,-1.962716,402734.0,78831.0,0.553,0.001,0.45,0.02,0.023,level,Stage,m
0155TH,51.632205,-2.007169,399600.0,192600.0,1.887,-0.242,1.311,0.0,1.538,level,Stage,mASD
3390TH,51.405736,-0.302166,518190.0,168780.0,1.225,0.024,0.9,0.106,0.216,level,Stage,mASD
L1113,53.636353,-1.726911,418154.0,415573.0,2.006,0.027,1.75,0.097,0.373,level,Stage,m
E2928,52.248411,-0.907242,474700.0,261700.0,2.784,-0.13,1.242,0.0,0.234,level,Stage,m
023025,54.988608,-2.141972,391013.0,566013.0,5.71,-0.095,3.8,-0.001,0.873,level,Stage,m
2976TH,51.344527,-0.6040909999999999,497320.0,161530.0,2.496,0.244,1.55,0.326,0.429,level,Stage,mASD
712615,53.81982,-2.413116,372900.0,436030.0,4.642,0.25,3.33,0.325,1.44,level,Stage,m
1635TH,51.753242,-1.290099,449100.0,206300.0,3.117,0.797,2.13,1.006,2.205,level,Stage,mASD
E10824,50.861097,-0.928616,475500.0,107390.0,1.037,0.0,0.8,0.058,0.564,level,Stage,mASD
F1301,53.726098,-1.382805,440820.0,425700.0,3.692,0.354,3.1,1.1,2.221,level,Stage,m
4327TH,51.424134,-0.0031609999999999,538930.0,171350.0,1.735,0.382,0.454,0.391,-27.647,level,Stage,mASD
1761TH,51.565511,-1.460667,437480.0,185320.0,0.229,0.016,0.198,0.058,0.167,level,Stage,mASD
681210,53.242164,-2.499533,366760.0,371800.0,4.204,0.167,2.4,0.244,1.535,level,Stage,m
43108,51.061485,-2.080366,394464.0,129131.0,2.9210000000000003,0.505,1.2,0.53,0.848,level,Stage,mASD
4939TH,51.904243,0.020897,539125.0,224786.0,1.654,0.027,1.1,0.062,0.194,level,Stage,mASD
2515,52.306762,-2.076947,394850.0,267631.0,2.143,0.064,0.362,0.127,0.185,level,Stage,mASD
2223,51.896062,-2.069746,395297.0,221949.0,1.442,0.064,1.2,0.0,0.373,level,Stage,mASD
L1540,53.957753,-2.073107,395300.0,451300.0,2.481,0.02,1.2,0.088,0.921,level,Stage,m
4878,52.515925,-1.880351,408216.0,290901.0,3.652,0.222,2.0,0.324,0.615,level,Stage,mASD
