stationReference,latestReading,parameter,qualifier,unitName
L12041,0.852,level,Stage,m
E65301,2.887,level,Stage,mAOD
E65302,2.375,level,Tidal Level,mAOD
E65701,56.009,level,Stage,mAOD
E65801,,level,Stage,mAOD
E65401,-0.146,level,Stage,mAOD
E65711,56.006,level,Stage,mAOD
E65601,57.229,level,Stage,mAOD
L02203,0.174,level,Stage,m
L1811,-0.77,level,Stage,m
L0207,,level,Stage,---
F1402,0.239,level,Stage,m
L1359,0.519,level,Stage,m
L0311,0.16,level,Stage,m
L0923,,level,Stage,---
9409SE,,level,Groundwater,mAOD
2299TH,,level,Stage,mASD
L3921,0.096,level,Stage,m
432605,,level,Stage,m
692424,,level,Stage,---
2202,,level,Reservoir Level,mBDAT
SU84_53A,57.92,level,Groundwater,mAOD
5263TH,30.406,level,Stage,mASD
F1650,0.432,level,Stage,m
SP00_136,123.322,level,Groundwater,mAOD
2716SO,1.941,level,Stage,mAOD
3319SE,13.464,level,Stage,mAOD
L2408,,level,Stage,---
L2841,,level,Stage,---
736406,0.289,level,Stage,m
1236TH,0.176,level,Stage,mASD
5544TH,-0.795,level,Stage,mASD
5559TH,,level,Stage,m
6762,,level,Groundwater,mBDAT
E1555,-1.639,level,Tidal Level,mAOD
L2002A,,level,Stage,m
E23500,0.756,level,Stage,mAOD
E7040,7.652,level,Stage,mAOD
L12031,,level,Stage,m
L2603,0.697,level,Stage,m
L13512,0.967,level,Stage,m
L2604,1.104,level,Stage,m
3114SO,2.22,level,Stage,mAOD
2906SE,,level,Stage,mASD
693009,0.298,level,Stage,m
4259,0.343,level,Stage,mASD
4180,0.62,level,Stage,mASD
4183,1.337,level,Stage,mASD
4119,,level,Logged,mASD
4179,0.543,level,Stage,mASD
4148,0.512,level,Stage,mASD
E3810,0.567,level,Stage,mAOD
4815,0.249,level,Stage,mASD
4167,0.282,level,Stage,mASD
4249,0.103,level,Stage,mASD
4147,0.365,level,Stage,mASD
F2517,0.343,level,Stage,m
SJ37_13,,level,1,m
761516,,level,Stage,m
E72324,2.479,level,Tidal Level,m
E72339,-0.431,level,Tidal Level,mAOD
E73939,0.583,level,Tidal Level,mAOD
E73924,1.823,level,Tidal Level,m
E70539,1.605,level,Tidal Level,mAOD
E70524,4.655,level,Tidal Level,m
E73139,1.349,level,Tidal Level,mAOD
E73124,3.789,level,Tidal Level,m
E70439,1.49,level,Tidal Level,mAOD
E70424,4.24,level,Tidal Level,m
E70824,1.959,level,Tidal Level,m
E70839,-0.941,level,Tidal Level,mAOD
E72924,5.899,level,Tidal Level,m
E72939,0.899,level,Tidal Level,mAOD
E72839,2.535,level,Tidal Level,mAOD
E72825,8544.0,level,Tidal Level,mm
E72824,8.345,level,Tidal Level,m
E70739,-0.141,level,Tidal Level,mAOD
E70724,2.109,level,Tidal Level,m
E73024,4.722,level,Tidal Level,m
E73039,1.012,level,Tidal Level,mAOD
E74039,0.618,level,Tidal Level,mAOD
E74024,2.238,level,Tidal Level,m
E73839,0.73,level,Tidal Level,mAOD
E73824,2.74,level,Tidal Level,m
E70624,2.654,level,Tidal Level,m
E70639,0.944,level,Tidal Level,mAOD
E73524,3.603,level,Tidal Level,m
E73539,0.853,level,Tidal Level,mAOD
E70339,1.757,level,Tidal Level,mAOD
E70324,4.257,level,Tidal Level,m
E74224,3.208,level,Tidal Level,m
E74239,0.818,level,Tidal Level,mAOD
E73739,0.759,level,Tidal Level,mAOD
E73724,2.559,level,Tidal Level,m
E74324,3.917,level,Tidal Level,m
E74339,1.207,level,Tidal Level,mAOD
E70239,1.396,level,Tidal Level,mAOD
E70224,7.276,level,Tidal Level,m
E73224,1.379,level,Tidal Level,m
E73239,-1.061,level,Tidal Level,mAOD
E74424,1.796,level,Tidal Level,m
E74439,0.576,level,Tidal Level,mAOD
E73324,5.55,level,Tidal Level,m
E73339,1.7,level,Tidal Level,mAOD
700406,1.125,level,Stage,m
698106,,level,Stage,---
700448,1.289,level,Stage,m
2117,0.774,level,Stage,mASD
L17032,0.412,level,Stage,m
SJ38_82,-3.114,level,Groundwater,m
SJ89_101,,level,Groundwater,m
531186,0.168,level,1,m
531187,,level,1,mASD
531185,0.417,level,Stage,m
_L32014_NE,,level,Stage,m
L1705A,20.793,level,Downstream Stage,mAOD
L1707A,23.238,level,Downstream Stage,mAOD
SJ88_122,-0.997,level,Groundwater,m
E4886,4.337,level,Stage,mAOD
0305SO,,level,Stage,mAOD
E11341,9.266,level,Stage,mAOD
E1162,1.152,level,Stage,mASD
52162,,level,Downstream Stage,m
52161,8.966,level,Stage,m
E3465,40.419,level,Stage,m
E3433,34.357,level,Stage,m
52163,2.448,level,Tidal Level,m
9429SO,0.977,level,Groundwater,mBDAT
9430SO,84.762,level,Groundwater,mAOD
E61301,2.612,level,Stage,m
730100,0.735,level,Stage,m
720300,1.413,level,Stage,m
5583TH,,level,Stage,mm
5496TH,-1.425,level,Stage,mASD
F3412,0.709,level,Stage,m
F3402,0.277,level,Stage,m
F2830,0.442,level,Stage,m
F2835,0.332,level,Stage,m
F2480,3.421,level,Stage,m
F2330,2.055,level,Stage,m
E3826,2.398,level,Stage,mAOD
2438SO,59.131,level,Stage,mAOD
3422SO,0.098,level,Stage,mASD
3423SO,,level,Stage,---
2440SO,64.761,level,Stage,mAOD
2598SO,33.158,level,Stage,mAOD
49182,1.504,level,Stage,m
E11715,,level,Stage,mASD
E11703,,level,Stage,mASD
E3580,0.62,level,Stage,mAOD
E3060,3.384,level,Stage,mAOD
E3070,8.262,level,Stage,mAOD
E3050,1.717,level,Stage,mAOD
E11723,0.229,level,Stage,mASD
E11560,,level,Tidal Level,mAOD
E11722,,level,Stage,mASD
E12810,0.301,level,Stage,mASD
E11690,0.509,level,Stage,mASD
E14284,7.163,level,Stage,mAOD
690420,0.153,level,Stage,m
736417,0.216,level,Stage,m
SD27_8,5.999,level,Groundwater,m
9432SO,56.799,level,Groundwater,mAOD
L1771,24.333,level,Stage,mAOD
E10101,1.909,level,Tidal Level,mAOD
2134A,,level,Stage,mASD
4480TH,,level,Tidal Level,mAOD
L1204A,1.259,level,Stage,m
SE67EN0LCD,25.51,level,Groundwater,mAOD
49169,0.115,level,Stage,m
40301119,10.308,level,Groundwater,mBDAT
49167,0.09,level,Stage,m
1085TH,,level,Stage,mASD
431117,1.113,level,Stage,mAOD
E14741,0.378,level,Stage,mASD
2512SO,,level,Stage,---
E13404,0.612,level,Stage,mASD
E12672,0.28,level,Tidal Level,mAOD
E14261,,level,Stage,---
E11360,,level,Tidal Level,mAOD
E12030,,level,Stage,---
E13363,1.405,level,Stage,mASD
E15100,0.481,level,Tidal Level,mAOD
E15060,0.247,level,Stage,mASD
2884,0.247,level,Stage,mASD
2608,0.383,level,Stage,mASD
2046,0.145,level,Stage,mASD
2063,0.228,level,Stage,mASD
2899BTH,,level,Stage,mAOD
E13836,,level,Stage,mASD
693017,0.114,level,Stage,m
693027,,level,Stage,m
2509SO,33.271,level,Downstream Stage,mAOD
E8652,,level,Stage,mASD
E9960,35.489,level,Stage,mAOD
E1480,,level,Groundwater,mAOD
51129,0.378,level,Stage,m
2897BTH,,level,Stage,mAOD
690552,,level,Stage,---
690551,,level,Stage,---
L2304A,,level,Stage,m
2420_TH,,level,Stage,mASD
L1526,0.343,level,Stage,m
685519,,level,Stage,---
2708SO,0.945,level,Stage,mAOD
51130,,level,Stage,m
3208SE,56.394,level,Stage,mAOD
693544,0.477,level,Stage,m
SU17_80,133.17,level,Groundwater,mAOD
SU47_27,93.594,level,Groundwater,mAOD
E5970,,level,Stage,mAOD
4230TH,-1.519,level,Tidal Level,mAOD
4410TH,-1.477,level,Tidal Level,mAOD
2850TH,15.294,level,Stage,mAOD
1003SO,0.677,level,Stage,mASD
2851SO,34.077,level,Stage,mAOD
SU96_70_,39.898,level,Groundwater,mAOD
SU_98_98C_,49.638,level,Groundwater,mAOD
2276,0.303,level,Stage,mASD
E21102,0.155,level,Stage,m
E23012,,level,Stage,m
E21103,0.132,level,Stage,m
SD43_37,20.807,level,Groundwater,m
SD41_153,8.549,level,Groundwater,m
755900B,-0.7,level,Tidal Level,m
690554,1.901,level,Logged,m
F3123,,level,Stage,---
021034,1.146,level,Stage,m
021035,1.156,level,Stage,m
371301002,1.043,level,Stage,mAOD
531188,0.426,level,Stage,m
531190,3.66,level,Stage,mAOD
531191,3.66,level,Tidal Level,mAOD
531189,0.414,level,Stage,m
SU85_47,67.727,level,Groundwater,mAOD
5518TH,0.503,level,Stage,mASD
49163,0.398,level,Stage,m
46170,36.212,level,Downstream Stage,mAOD
724830,0.229,level,Stage,m
E7450,4.009,level,Stage,mAOD
023026,0.892,level,Stage,m
E1776,0.257,level,Stage,m
2270_w1TH,1.395,level,Stage,mASD
Barstaple_Yeo_FC,4.046,level,Stage,mAOD
2825SO,,level,Groundwater,mAOD
2826SO,,level,Groundwater,mAOD
9414SE,80.113,level,Groundwater,mAOD
2261,0.487,level,Stage,mASD
2898,0.154,level,Stage,mASD
E1631,1.12,level,Tidal Level,mAOD
2883TH,0.711,level,Stage,mASD
2862TH,7.62,level,Stage,mASD
TQ3635,,level,Groundwater,mAOD
2283TH,,level,Stage,mASD
E1017,1.886,level,Stage,mAOD
L2478,0.93,level,Stage,m
2805TH,0.321,level,Stage,mASD
E72623,9301.0,level,Tidal Level,mm
2831A,,level,Stage,mASD
2975SE,,level,Stage,mASD
L1751,0.28,level,Stage,m
L15401,0.334,level,Stage,m
L1539,1.874,level,Stage,m
L1536,0.688,level,Stage,m
F1530,2.074,level,Stage,m
L1538A,1.636,level,Stage,m
L12062,0.886,level,Stage,m
L1215,0.232,level,Stage,m
L1303,2.341,level,Stage,m
L1141,0.05,level,Stage,m
L11311,,level,Stage,---
L1132,0.28,level,Stage,m
3346TH,0.307,level,Stage,mASD
E2173,8.567,level,Stage,mAOD
0503SO,0.746,level,Stage,mASD
0904SO,,level,Stage,---
1610SO,0.616,level,Stage,mAOD
L0681,0.029,level,Stage,m
L0812,0.455,level,Stage,m
L0691,0.443,level,Stage,m
L0800,11.172,level,Downstream Stage,mAOD
L0801,1.204,level,Stage,m
L0208,,level,Stage,---
L0301,,level,Downstream Stage,---
L0302,1.096,level,Stage,m
L0218,,level,Stage,---
L08102,0.16,level,Stage,m
L28091,0.613,level,Stage,m
L28092,0.241,level,Stage,m
700402,0.479,level,Stage,m
L2363,0.433,level,Stage,m
L0305,1.155,level,Stage,m
L2029,,level,Net,m
L2401B,,level,Stage,---
45189,,level,Stage,m
45187,0.126,level,Stage,m
45188,0.366,level,Stage,m
50104,6.157,level,Stage,m
45191,0.225,level,Stage,m
45192,0.08,level,Stage,m
45266,0.123,level,Stage,m
45264,0.383,level,Stage,m
45265,0.132,level,Stage,m
45263,0.153,level,Stage,m
45193,0.147,level,Stage,m
45195,0.117,level,Stage,m
45194,0.124,level,Stage,m
45667,1.121,level,1,m
L3921A,0.035,level,Stage,m
151816015,3.288,level,Groundwater,m
L2711,41.934,level,Stage,mAOD
F2802,3.504,level,Stage,mAOD
L3408,,level,Stage,---
L3402,,level,Stage,---
L3130,,level,Stage,---
L3010,2.209,level,Stage,mAOD
151816001,0.646,level,Stage,mASD
L3121,,level,Stage,---
L3109,,level,Stage,---
531192,1.058,level,Stage,m
SO6621,21.1,level,Stage,mAOD
46103,,level,Stage,mASD
2531,1.107,level,Stage,mASD
2532,0.791,level,Stage,mASD
L32011,2.697,level,Stage,mAOD
L3330,0.355,level,Stage,mAOD
L3341,,level,Downstream Stage,---
744132,0.264,level,Stage,m
744131,0.366,level,Stage,m
L3340,,level,Stage,---
L3350,0.605,level,Stage,mAOD
3212TH,,level,Stage,mASD
3401TH_TAOD,,level,Tidal Level,---
3401TH_AOD,,level,Tidal Level,---
L3111,2.2,level,Stage,mAOD
0350TH,0.0,level,Stage,mm
4610,0.473,level,Stage,mASD
FWLL01_FW,35.263,level,Stage,m
530810,,level,Stage,m
FWPCD01_FW,0.142,level,Stage,m
E4838,4.103,level,Stage,mAOD
E4805,0.116,level,Stage,mAOD
E4840,-0.391,level,Stage,mAOD
E4858,3.214,level,1,mAOD
E45802,1.268,level,Stage,mAOD
E1001,2.003,level,Stage,mAOD
E4849,4.488,level,Stage,mAOD
E1436,0.037,level,Stage,mAOD
E6204,0.777,level,Stage,mAOD
E4972,0.901,level,Stage,mAOD
E46462,30.385,level,Stage,mAOD
E4964,1.436,level,Stage,mAOD
E1810,0.403,level,Stage,mAOD
E4940,1.466,level,Stage,mAOD
E1105,1.33,level,Stage,mAOD
E27462,2.578,level,Stage,m
E1722,2.352,level,Stage,mAOD
E1236,-0.188,level,Stage,mAOD
E1139,1.343,level,Stage,mAOD
E4960,1.275,level,Stage,mAOD
E45851,2.643,level,Stage,m
E10100,0.165,level,Stage,mAOD
E27464,1.336,level,Downstream Stage,m
E4955,0.587,level,Stage,mAOD
E46482,18.908,level,Stage,mAOD
E1351,-1.025,level,Stage,mAOD
E1171,27.094,level,Stage,mAOD
E4906,2.746,level,Stage,mAOD
E2727,1.272,level,Stage,mAOD
E4946,1.098,level,Stage,mAOD
E42804,14.024,level,Stage,m
E4890,2.564,level,Stage,mAOD
E4988,29.568,level,Stage,mAOD
E1284,8.742,level,Downstream Stage,mAOD
E1328,-0.057,level,Downstream Stage,mAOD
E1283,10.218,level,Stage,mAOD
E1327,0.016,level,Stage,mAOD
E65506,2.626,level,Tidal Level,mAOD
E1275,2.449,level,Stage,mAOD
E1318,2.415,level,Stage,mAOD
E4990,26.417,level,Downstream Stage,mAOD
E5309,-1.65,level,Stage,mAOD
023047,0.018,level,Stage,mAOD
024019,0.148,level,Stage,m
L0306,,level,Downstream Stage,m
L2809B,2.491,level,Downstream Stage,m
E46469,30.371,level,Downstream Stage,mAOD
E1195,2.765,level,Stage,mAOD
E1196,1.445,level,Downstream Stage,mAOD
E46472,29.178,level,Stage,mAOD
E2966,51.37,level,Downstream Stage,mAOD
E65001,1.729,level,Stage,mAOD
E2728,1.728,level,Stage,mAOD
F2518,0.165,level,Stage,m
L1704,2.017,level,Stage,m
761515,0.452,level,Stage,m
L2471B,7.633,level,Stage,mAOD
L1353,,level,Stage,---
690404,0.049,level,Stage,m
680302,32.718,level,Stage,m
690315,0.051,level,Stage,m
692707,,level,Stage,m
681009,0.097,level,Stage,m
690211,0.128,level,Stage,m
690700,0.12,level,Stage,m
682500,3.173,level,Stage,m
764120,0.297,level,Stage,m
E10910,13.621,level,Stage,mAOD
E25501,1.804,level,Stage,mAOD
E8560,0.337,level,Stage,mASD
E10152,2.285,level,Stage,mAOD
E10850,-2.08,level,Stage,mAOD
E3550,-1.606,level,Stage,mAOD
E7000,1.034,level,Stage,mAOD
683200,0.785,level,Stage,m
693015,0.46,level,Stage,m
693018,1.495,level,Stage,m
765100,,level,1,m
690465,0.06,level,Stage,m
685502,0.182,level,Stage,m
E7461,0.738,level,Stage,mAOD
2111SO,0.9,level,Stage,mAOD
2832SO,,level,Stage,V
E7010,1.189,level,Stage,mAOD
E7321,1.1,level,Stage,mAOD
E6990,0.604,level,Stage,mAOD
E11610,-1.178,level,Stage,mAOD
E10420,25.02,level,Stage,mAOD
E7021,2.252,level,2,mAOD
E7020,0.635,level,Stage,mAOD
2702SO,14.295,level,Stage,mAOD
E9980,18.201,level,Stage,mAOD
E9970,40.266,level,Stage,mAOD
2135SO,39.36,level,Stage,mAOD
4193,2.378,level,Stage,mASD
4252,,level,Stage,mASD
4187,0.109,level,Stage,mASD
2616_PCH,12.012,level,Stage,mAOD
4729,0.551,level,Stage,mASD
2616_HBR,11.985,level,Stage,mAOD
2616_SEV,11.991,level,Stage,mAOD
4761,0.071,level,Stage,mASD
762510,0.123,level,Stage,m
E5462,1.007,level,Stage,mAOD
2594SO,9.342,level,Stage,mAOD
E4982,33.082,level,Stage,mAOD
692705,0.322,level,Stage,m
E22184,2.732,level,Tidal Level,m
E5464,2.06,level,Stage,mAOD
L2012,,level,Stage,---
694130,1.747,level,Stage,m
693600,,level,Stage,m
E7860,11.461,level,Stage,mAOD
9449SO,50.7,level,Groundwater,mAOD
L2407,,level,Downstream Stage,---
L13810,0.209,level,Stage,m
L12071,,level,2,---
L0942,1.049,level,Stage,mAOD
L2472,7.362,level,Stage,mAOD
L1656,1.239,level,Stage,m
L17014,0.507,level,Downstream Stage,m
L2473,,level,2,---
SE68ST00CO,48.48,level,Groundwater,mAOD
9618SO,,level,Groundwater,mAOD
9681SO,4.734,level,Groundwater,mAOD
684029,,level,Downstream Stage,---
F2120,0.285,level,Stage,m
023057,0.04,level,Stage,m
L32013_NE,0.318,level,Stage,m
L32012_NE,0.219,level,Stage,m
E14750,13.932,level,Stage,mAOD
46109,,level,Stage,---
3035TH,58.717,level,Stage,mAOD
434313,0.467,level,Stage,m
445529,0.013,level,Stage,m
530189,42.689,level,Stage,mAOD
530173,0.069,level,Stage,mAOD
735019,0.696,level,Stage,m
735003,0.996,level,Stage,m
FWGE01_FW,-0.334,level,Stage,mAOD
737526,0.964,level,Stage,m
444105,0.317,level,Stage,m
530105,5.29,level,Stage,m
25A17,0.347,level,Stage,m
432312,0.376,level,Stage,m
432315,0.444,level,Stage,m
445930,0.275,level,Stage,m
448115,0.192,level,Stage,m
1754,1.087,level,Stage,m
445610,-51.084,level,Stage,m
23A02,0.585,level,Stage,m
E690,,level,Stage,mASD
713115,0.209,level,Stage,m
692204,-12.028,level,Stage,m
693023,,level,Stage,---
E4926,5.944,level,Stage,mAOD
E81361,0.462,level,Stage,m
E81356,1.731,level,Stage,m
L1719,,level,Stage,---
L1783,0.851,level,Stage,m
L0851,0.593,level,Stage,m
L3493,0.247,level,Stage,m
E1578,-0.146,level,Stage,mAOD
E1237,-0.193,level,Downstream Stage,mAOD
E1215,14.759,level,Stage,mAOD
E46651,30.659,level,Stage,m
F1601,1.57,level,Stage,m
E5321,1.411,level,Stage,mAOD
E1065,52.351,level,Stage,mAOD
E4930,1.103,level,Stage,mAOD
E4934,3.199,level,Stage,mAOD
E46643,14.566,level,Stage,mAOD
E24872,0.151,level,Tidal Level,mAOD
E4410,0.243,level,Stage,m
2200,1.654,level,Stage,mASD
E46497,3.096,level,Stage,mAOD
43179,63.637,level,Groundwater,mAOD
45175,2.799,level,Groundwater,m
43180,80.909,level,Groundwater,m
45174,18.334,level,Groundwater,m
SD53_68,20.859,level,Groundwater,m
E68044,4.379,level,Downstream Stage,mAOD
E68137,4.943,level,Stage,mAOD
18A10d,0.763,level,Downstream Stage,m
0100LB,23.731,level,1,mAOD
E68200,5.101,level,1,mAOD
E49234,,level,Stage,mAOD
E68301,5.33,level,Stage,mAOD
E68102,3.965,level,Stage,mAOD
E68302,4.833,level,Stage,mAOD
E68100,4.96,level,Stage,mAOD
E68000,4.403,level,Stage,mAOD
E68002,2.857,level,Stage,mAOD
SJ88_123,0.715,level,Groundwater,m
9458SO,62.46,level,Groundwater,mAOD
L35024,0.226,level,Stage,m
L2412,,level,Stage,---
L2411,,level,Stage,---
4821,0.085,level,Stage,mASD
E7071,0.609,level,Stage,mASD
2002SO,0.932,level,Stage,mASD
E7091,0.691,level,Stage,mASD
E7061,0.674,level,Stage,mASD
E7083,0.33,level,Stage,mASD
2833,4.31,level,Stage,mASD
L1731B,0.352,level,Stage,m
L2400,,level,Downstream Stage,---
E78791,135.585,level,Groundwater,mAOD
E78801,110.536,level,Groundwater,mAOD
L0422,0.536,level,Stage,m
L39021,0.096,level,Downstream Stage,m
L0351,0.447,level,Stage,m
L1255,0.385,level,Stage,m
L3213,0.347,level,Stage,m
2549,0.246,level,Stage,mASD
763404,0.046,level,Stage,m
694020,,level,Stage,---
SE730,0.232,level,Stage,mASD
750801,1.742,level,Stage,m
2916TH,,level,Downstream Stage,---
E71283,0.898,level,Stage,m
E71983,0.069,level,Stage,m
E71963,0.556,level,Stage,m
E80863,0.116,level,Stage,m
E71943,0.701,level,Stage,m
E84069,0.244,level,Stage,m
E72003,0.216,level,Stage,m
E84089,0.408,level,Stage,m
E81959,0.541,level,Stage,m
E84169,0.067,level,Stage,m
E84049,0.115,level,Stage,m
E81939,0.17,level,Stage,m
E84009,0.174,level,Stage,m
E81979,0.561,level,Stage,m
E84029,0.152,level,Stage,m
E71313,4.033,level,Stage,m
4208,,level,Downstream Stage,mASD
E15657,,level,Stage,mASD
2548,0.152,level,Stage,mASD
F1701,1.502,level,Stage,m
F1960,0.608,level,Stage,m
E71333,1.691,level,Stage,m
L0554,,level,Stage,m
2553,0.329,level,Stage,mASD
2539,0.12,level,Stage,mASD
2538,0.189,level,Stage,mASD
4902,0.056,level,Stage,mASD
720535_BASIN,7.525,level,Logged,m
E84109,0.187,level,Stage,m
E84129,0.593,level,Stage,m
E84149,0.13,level,Stage,m
E84249,0.534,level,Stage,m
E80903,0.096,level,Stage,m
E72053,-0.001,level,Stage,m
E84283,1.59,level,Downstream Stage,m
E80883,0.062,level,Stage,m
700390,0.338,level,Stage,m
2885BTH,0.183,level,Stage,m
L1034,0.61,level,Stage,m
L0550,0.269,level,Stage,m
E82484,0.408,level,Stage,m
SD44_12,2.028,level,Groundwater,m
SD54_5,14.901,level,Groundwater,m
023066,0.421,level,Stage,m
023063,0.378,level,Stage,m
L3238,0.109,level,Stage,m
SU78_45C,64.63,level,Groundwater,mAOD
713204,0.536,level,Stage,m
2715TH,,level,Stage,V
7509SE,18.887,level,Stage,mAOD
48119,,level,2,m
765600,0.086,level,Stage,m
SD43_1,5.571,level,Groundwater,m
SD43_3,12.511,level,Groundwater,m
SD43_2,7.741,level,Groundwater,m
SJ33_052,20.416,level,Groundwater,m
E84409,,level,Stage,m
E84429,1.395,level,Stage,m
E84463,0.341,level,Stage,m
E84323,2.51,level,Stage,m
E84209,0.325,level,Stage,m
E84443,2.603,level,Stage,m
152503002,0.102,level,Stage,mASD
SD53_12,25.226,level,Groundwater,m
712412,0.484,level,Stage,m
700421,0.635,level,Stage,m
L2029A,0.33,level,1,m
050301012,0.277,level,Stage,mASD
SE7050,5.454,level,Stage,mAOD
2542,0.432,level,Stage,mASD
2541,0.296,level,Stage,mASD
2543,0.165,level,Stage,mASD
2544,0.1,level,Stage,mASD
2545,0.517,level,Stage,mASD
2546,0.219,level,Stage,mASD
2547,0.298,level,Stage,mASD
4650,0.108,level,Stage,mASD
4688,,level,Stage,mV
4690,0.341,level,Stage,mASD
4691,0.095,level,Stage,mASD
4693,0.308,level,Stage,mASD
4651,0.142,level,Stage,mASD
L3915,0.151,level,Stage,m
4662,0.268,level,Stage,mASD
F1509,1.106,level,Stage,m
L39020,0.271,level,Stage,m
L2551,0.195,level,Stage,m
024030,0.067,level,Stage,m
713038_,,level,Stage,m
700405,0.293,level,Stage,m
2529,0.682,level,Stage,mASD
2528,0.276,level,Stage,mASD
L2926,0.463,level,Stage,m
710200_,,level,Stage,m
732003,0.762,level,Stage,m
713038,0.326,level,Stage,m
710200,0.294,level,Stage,m
710401,0.126,level,Stage,m
720708,0.384,level,Stage,m
E20747,,level,Sump Level,m
023062,0.108,level,Stage,m
692665,0.587,level,Stage,m
694015,0.189,level,Stage,m
693011,-1.044,level,Stage,m
693012,0.168,level,Stage,m
693013,0.166,level,Stage,m
690341,0.187,level,Stage,m
681290,0.672,level,Stage,m
690481,0.455,level,Stage,m
692438,0.724,level,Stage,m
692633,0.163,level,Stage,m
E84263,0.143,level,Stage,m
E80819,0.242,level,Stage,m
E1486,0.319,level,1,m
E15406,0.5,level,Stage,m
4684,0.325,level,Stage,mASD
4681,1.093,level,Stage,mASD
4683,0.571,level,Stage,mASD
4676,0.279,level,Stage,mASD
4686,0.549,level,Stage,mASD
4678,0.047,level,Stage,mASD
4679,0.615,level,Stage,mASD
4680,0.082,level,Stage,mASD
4689,1.109,level,Stage,mASD
4692,0.419,level,Stage,mASD
4687,0.236,level,Stage,mASD
2540,0.134,level,Stage,mASD
4661,0.262,level,Stage,mASD
4654,0.197,level,Stage,mASD
4652,0.164,level,Stage,mASD
730525,0.17,level,Stage,m
4685,0.018,level,Stage,mASD
754008,0.804,level,Stage,m
L3237,0.173,level,Stage,m
47000,1.619,level,Stage,mASD
753200,0.34,level,Stage,m
9634SE,31.403,level,Groundwater,mAOD
E68651,,level,Downstream Stage,mAOD
067639,6.222,level,Stage,m
4682,0.23,level,Stage,mASD
713207a,0.025,level,Logged,m
713207,0.005,level,Stage,m
1390TH,0.356,level,Stage,mASD
2416TH,0.082,level,Stage,mASD
1482TH,0.546,level,Stage,mASD
3092TH,0.801,level,Stage,mASD
3072TH,0.255,level,Stage,mASD
1912TH,0.191,level,Stage,mASD
2434TH,0.314,level,Stage,mASD
0301TH,0.373,level,Stage,mASD
2934TH,0.049,level,Stage,mASD
2450TH,0.274,level,Stage,mASD
1304TH,1.25,level,Stage,mASD
9623SE,0.235,level,Stage,mASD
9625SE,12.311,level,Stage,mASD
9627SE,0.639,level,Stage,mASD
9624SE,0.529,level,Stage,mASD
9630SE,0.831,level,Stage,m
9450SE,0.161,level,Stage,mASD
9453SE,12.284,level,Stage,mASD
9452SE,0.084,level,Stage,mASD
9451SE,0.108,level,Stage,mASD
9626SE,0.349,level,Stage,mASD
5485TH,0.174,level,Stage,mASD
4653,0.221,level,Stage,mASD
765005,0.475,level,Stage,m
F2108A,,level,Reservoir Level,m
F2108a,12.259,level,Reservoir Level,m
E255,0.061,level,Stage,m
F3485,0.095,level,Stage,m
E560A,,level,Stage,mAOD
SE560,1.033,level,Stage,mASD
2055,,level,Stage,mASD
E9531,3.344,level,Stage,m
E9094,2.741,level,Stage,m
L0927,0.313,level,Stage,m
4663,0.046,level,Stage,mASD
253222001,0.488,level,Stage,m
E80535,0.062,level,1,m
4677,0.242,level,Stage,mASD
9628SE,0.626,level,Stage,mASD
E31329,50.681,level,Stage,mAOD
E31349,59.079,level,Stage,mAOD
,,level,,mAOD
2044,0.374,level,Stage,mASD
2834,3.757,level,Stage,mASD
2056,1.317,level,Stage,mASD
2940SO,0.391,level,Stage,mASD
0018,,level,Tidal Level,mAOD
E79000,0.325,level,Stage,m
E81910,0.851,level,Stage,m
E4350,45.812,level,Stage,mAOD
386386,0.265,level,Stage,m
0331TH,0.131,level,Stage,mASD
2537,2.071,level,Stage,mASD
2552,0.093,level,Stage,mASD
SJ33_051,27.594,level,Groundwater,m
5425TH,0.52,level,Stage,mAOD
E7300,97.858,level,Stage,mAOD
E7310,50.019,level,Stage,mAOD
L0908,7.508,level,Stage,mAOD
46135,1.85,level,1,m
2292BTH,2.415,level,Stage,mASD
E6150,3.733,level,Speed,mAOD
761102,31.733,level,Logged,m
