stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,dryvalue,dryvaluemax,dryvaluemin,wetvalue,wetvaluemax,wetvaluemin,qualifier,parameter
E13480,Fishlake,50.997377,-1.496618,1.039,0.0,0.769,0.01,0.5487812499999997,0.551,0.546,0.569,0.569,0.569,['Stage'],['levelASD']
E13533,Stockbridge Side,51.115199,-1.495968,0.753,0.433,35.376,34.69,0.5720312500000005,0.576,0.569,0.555,0.555,0.555,['Stage'],['levelASD']
E1363,Bedford Road Sluice,52.229163,-0.868182,1.5670000000000002,0.0,1.041,0.935,0.992114583333333,1.001,0.979,0.984,0.984,0.984,['Stage'],['levelASD']
E13810,Wherwell,51.166603,-1.441818,0.621,0.232,0.5,0.3,0.2541145833333333,0.269,0.241,0.36,0.36,0.36,['Stage'],['levelASD']
E13823,Chilbolton Side,51.152223,-1.450813,1.007,0.591,1.0,0.4,0.706447916666667,0.709,0.702,0.704,0.704,0.704,['Stage'],['levelASD']
E13840,Hurstbourne Priors,51.213634,-1.369723,0.88,0.072,0.88,0.15,0.22935416666666672,0.232,0.226,0.376,0.376,0.376,['Stage'],['levelASD']
E13851,Bransbury,51.177844,-1.39845,0.99,0.27,0.84,0.32,0.4838645833333332,0.486,0.483,0.612,0.612,0.612,['Stage'],['levelASD']
E13951,Fullerton Main,51.15131,-1.459531,0.68,0.137,0.58,0.16,0.25428124999999996,0.262,0.253,0.325,0.325,0.325,['Stage'],['levelASD']
E13961,Fullerton Side,51.152158,-1.460093,0.35,0.01,0.34,0.1,0.07200000000000005,0.072,0.072,0.084,0.084,0.084,['Stage'],['levelASD']
E140,Maidstone,51.271553,0.518493,3.577,3.688,0.75,0.234,0.3299895833333333,0.427,0.259,0.388,0.388,0.388,['Stage'],['levelASD']
E1406,Stamp End Sluice,53.228743,-0.528903,1.352,0.0,0.988,0.846,0.8800104166666669,0.9,0.866,0.909,0.909,0.909,['Stage'],['levelASD']
E14250,New Valley Road,50.727478,-1.599044,0.79,0.01,0.75,0.02,0.1393645833333332,0.141,0.137,0.04,0.04,0.04,['Stage'],['levelASD']
E14261,Chewton Glen,50.745533,-1.683293,1.23,0.06,1.23,0.075,0.11481250000000005,0.117,0.111,0.125,0.125,0.125,['Stage'],['levelASD']
E14270,Brockenhurst,50.815958,-1.550253,2.131,0.027,1.32,0.131,0.35234375,0.36,0.346,0.332,0.332,0.332,['Stage'],['levelASD']
E1435,Barton on Humber,53.689056,-0.441274,0.97,0.0,1.2,0.269,0.3431458333333333,0.382,0.192,0.383,0.383,0.383,['Stage'],['levelASD']
E14530,Meerut Road,50.824241,-1.576864,1.014,0.0,0.37,0.028,0.026270833333333302,0.028,0.025,0.03,0.03,0.03,['Stage'],['levelASD']
E14670,Gurnard,50.755479,-1.333222,1.949,0.0,0.75,0.065,0.33521875000000007,0.545,0.245,0.164,0.164,0.164,['Stage'],['levelASD']
E14722,Burnt House,50.664649,-1.176646,1.57,0.014,1.57,0.04,0.35351041666666677,0.36,0.346,0.295,0.295,0.295,['Stage'],['levelASD']
E14741,Atherfield,50.61912,-1.353938,1.52,0.06,1.52,0.1,0.6360104166666668,0.648,0.014,0.481,0.481,0.481,['Stage'],['levelASD']
E14811,Carisbrook Mill,50.695451,-1.305261,0.81,0.006,0.38,0.025,0.10329166666666677,0.113,0.095,0.139,0.139,0.139,['Stage'],['levelASD']
E14821,Budbridge,50.649055,-1.249848,1.34,0.02,0.6900000000000001,0.05,0.14584374999999986,0.149,0.145,0.146,0.146,0.146,['Stage'],['levelASD']
E1502,Market Rasen,53.38885,-0.330909,1.392,0.0,0.898,0.063,0.10576041666666654,0.107,0.103,0.138,0.138,0.138,['Stage'],['levelASD']
E15060,Monkton Mead,50.729406,-1.152672,2.65,0.177,1.9,0.02,0.5180625,1.234,0.228,0.23,0.23,0.23,['Stage'],['levelASD']
E1521,Duston Mill,52.227978,-0.934098,1.329,0.0,0.949,0.46,-0.19838541666666662,-0.194,-0.206,-0.15,-0.15,-0.15,['Stage'],['levelASD']
E15230,Westerham,51.266809,0.065457,103.274,102.723,0.8130000000000001,0.03,0.044156250000000036,0.046,0.042,0.059,0.059,0.059,['Stage'],['levelASD']
E15240,Otford,51.304292,0.18632,1.102,0.033,0.8,0.072,0.25188541666666664,0.255,0.249,0.26,0.26,0.26,['Stage'],['levelASD']
E15250,Hawley,51.423959,0.230865,0.637,0.0,0.4,0.018,0.11711458333333363,0.118,0.116,0.141,0.141,0.141,['Stage'],['levelASD']
E15260,Crayford,51.450401,0.173287,1.32,0.033,0.9,0.076,0.22278125000000035,0.224,0.222,0.274,0.274,0.274,['Stage'],['levelASD']
E15280,Lamorbey Park,51.440152,0.113674,2.326,0.0,1.0,0.278,0.3046770833333331,0.309,0.3,0.302,0.302,0.302,['Stage'],['levelASD']
E1530,Summerford Bridge,51.107299,0.139866,3.756,38.981,2.7,0.019,0.11447916666666676,0.119,0.112,0.148,0.148,0.148,['Stage'],['levelASD']
E1533,Fotheringhay,52.526819,-0.428685,1.944,0.0,0.501,0.117,0.15057291666666658,0.154,0.147,0.196,0.196,0.196,['Stage'],['levelASD']
E15350,Hall Place,51.445998,0.158543,1.348,0.0,0.75,0.03,0.13997916666666654,0.141,0.139,0.214,0.214,0.214,['Stage'],['levelASD']
E1541,Chafford,51.144544,0.168468,3.531,-0.003,2.5,0.147,0.29346875,0.312,0.286,0.221,0.221,0.221,['Stage'],['levelASD']
E1550,Town Lock,51.194615,0.278452,3.457,0.0,1.66,0.882,1.1945222222222194,1.211,1.162,1.17,1.17,1.17,['Stage'],['levelASD']
E1560,Forest Row,51.095381,0.052195,2.262,0.0,1.82,0.04,0.08750000000000001,0.097,0.081,0.0,0.0,0.0,['Stage'],['levelASD']
E1594,Bracebridge,53.202079,-0.553771,2.091,0.0,1.84,0.297,0.3910833333333337,0.406,0.383,0.408,0.408,0.408,['Stage'],['levelASD']
E1608,Brayford Pool,53.229862,-0.546842,1.318,0.0,0.788,0.23,0.30880208333333325,0.329,0.293,0.321,0.321,0.321,['Stage'],['levelASD']
E16120,LUCIFER BRIDGE GS,51.195997,0.254903,,,,,1.7819791666666676,1.801,1.755,-1.0,-1.0,-1.0,['Stage'],['levelASD']
E1633,Brigstock,52.45855,-0.611724,3.04,0.026,0.99,0.048,0.043562500000000004,0.047,0.041,0.06,0.06,0.06,['Stage'],['levelASD']
E1660,Geldharts Mill,52.271031,-0.922807,1.863,0.0,1.39,0.137,0.15296874999999982,0.156,0.148,0.227,0.227,0.227,['Stage'],['levelASD']
E1662,Donington Bridge,52.90501,-0.255888,3.353,0.0,2.59,0.081,0.6267083333333336,0.65,0.599,0.609,0.609,0.609,['Stage'],['levelASD']
E1672,Fosdyke Jetty,53.23087,-0.555797,2.361,0.0,1.9,1.272,1.3500624999999997,1.372,1.334,1.37,1.37,1.37,['Stage'],['levelASD']
E1675,Wainfleet,53.10346,0.23181,2.12,0.12,1.6,0.0,0.5524374999999999,0.586,0.519,0.572,0.572,0.572,['Stage'],['levelASD']
E1696,River Freshney Grimsby,53.574576,-0.108253,1.11,0.016,0.78,0.189,0.3387187499999999,0.347,0.325,0.433,0.433,0.433,['Stage'],['levelASD']
E1727,Horseshoe Bridge,53.113634,-0.600069,3.406,0.0,1.99,0.215,0.4065833333333335,0.431,0.393,0.232,0.232,0.232,['Stage'],['levelASD']
E1742,Laceby,53.546656,-0.159656,1.443,0.0,0.545,0.02,0.07657291666666659,0.079,0.074,0.225,0.225,0.225,['Stage'],['levelASD']
E1780,North Hykeham,53.176218,-0.5711,2.431,0.0,2.11,0.159,0.24790624999999974,0.265,0.236,0.281,0.281,0.281,['Stage'],['levelASD']
E1782,Litte Bowden Flood Storage Reservoir,52.470494,-0.909111,2.39,0.0,1.39,0.04,0.11551041666666678,0.131,0.111,0.122,0.122,0.122,['Stage'],['levelASD']
E1788,Partney,53.187011,0.096794,1.18,0.0,0.6000000000000001,0.017,0.07602083333333332,0.079,0.07,0.083,0.083,0.083,['Stage'],['levelASD']
E1835,Squires Bridge,53.329892,-0.644055,4.344,0.0,2.87,0.836,0.8751249999999998,0.893,0.858,0.978,0.978,0.978,['Stage'],['levelASD']
E1839,Horncastle Banks Road,53.208433,-0.108817,1.968,0.0,0.7000000000000001,0.032,0.15573958333333332,0.166,0.143,0.106,0.106,0.106,['Stage'],['levelASD']
E1880,Yalding Hamstead Lock,51.227207,0.414329,5.754,0.88,3.42,1.517,1.6670000000000014,1.667,1.667,1.663,1.663,1.663,['Stage'],['levelASD']
E1890,Lamberhurst,51.1015,0.392574,3.36,0.0,2.19,0.014,0.1627499999999998,0.165,0.161,0.161,0.161,0.161,['Stage'],['levelASD']
E19023,Biggleswade,52.085111,-0.267906,1.136,0.083,0.476,0.13,0.17154166666666662,0.197,0.146,0.274,0.274,0.274,['Stage'],['levelASD']
E19027,Alconbury Weston,52.377001,-0.269421,4.038,0.095,2.2,0.188,0.09335416666666678,0.101,0.084,0.149,0.149,0.149,['Stage'],['levelASD']
E19031,Comberton,52.175048,0.01962,2.531,0.02,0.838,0.088,0.1395625,0.148,0.129,0.162,0.162,0.162,['Stage'],['levelASD']
E19035,Bin Brook,52.197227,0.087527,2.12,0.007,1.0,0.057,0.15403125000000004,0.158,0.149,0.188,0.188,0.188,['Stage'],['levelASD']
E1946,Kislingbury,52.231962,-0.97793,2.16,0.0,1.89,0.043,-0.004927083333333336,0.006,-0.015,0.246,0.246,0.246,['Stage'],['levelASD']
E2043,Surfleet Sluice,52.845991,-0.100848,1.77,0.15,0.895,0.15,0.5082604166666667,0.546,0.488,0.824,0.824,0.824,['Stage'],['levelASD']
E2062,Islip Sluice,52.401841,-0.5448,3.24,0.469,1.845,0.675,0.9162187500000005,0.947,0.866,0.954,0.954,0.954,['Stage'],['levelASD']
E2097,Market Harborough,52.476009,-0.922226,2.03,0.0,0.96,0.017,0.10399999999999991,0.104,0.104,0.11,0.11,0.11,['Stage'],['levelASD']
E21034,Castle Mill,52.145596,-0.405558,0.913,0.123,0.264,0.192,0.23910416666666676,0.323,0.172,0.193,0.193,0.193,['Stage'],['levelASD']
E2105,Wansford,52.584341,-0.404444,2.941,0.0,1.38,0.177,0.26955208333333336,0.32,0.218,0.283,0.283,0.283,['Stage'],['levelASD']
E21136,Hemingford,52.323618,-0.101287,1.212,0.024,0.32,0.141,0.15047916666666666,0.187,0.112,0.2,0.2,0.2,['Stage'],['levelASD']
E21163,Houghton,52.330674,-0.120798,0.964,0.008,0.452,0.256,0.262875,0.289,0.238,0.299,0.299,0.299,['Stage'],['levelASD']
E2119,Cogenhoe,52.246264,-0.779863,1.237,0.0,0.605,0.273,0.47513541666666664,0.492,0.436,0.474,0.474,0.474,['Stage'],['levelASD']
E2125,Lilford,52.442977,-0.492641,2.32,0.03,1.3,0.286,0.2256041666666667,0.251,0.206,0.384,0.384,0.384,['Stage'],['levelASD']
E21270,Turvey,52.160107,-0.63018,1.756,0.039,0.717,0.215,0.26829166666666676,0.295,0.225,0.269,0.269,0.269,['Stage'],['levelASD']
E21324,Covington,52.314257,-0.444982,2.4130000000000003,0.05,0.7000000000000001,0.105,0.12190625000000004,0.125,0.12,0.144,0.144,0.144,['Stage'],['levelASD']
E21325,Olney,52.147499,-0.708027,1.169,0.015,0.372,0.075,0.2999062499999999,0.31,0.293,0.279,0.279,0.279,['Stage'],['levelASD']
E2141,Tixover,52.587333,-0.568186,2.92,0.0,2.35,0.154,0.2770208333333334,0.315,0.244,0.288,0.288,0.288,['Stage'],['levelASD']
E21493,Passenham,52.049192,-0.852318,3.27,2.028,2.362,2.07,2.1282291666666655,2.13,2.12,2.13,2.13,2.13,['Stage'],['levelASD']
E21609,Bedford,52.133733,-0.460042,1.417,0.154,0.524,0.252,0.2660000000000002,0.312,0.245,0.273,0.273,0.273,['Stage'],['levelASD']
E21732,Cambridge Byron's Pool,52.171412,0.099158,1.63,0.06,0.645,0.479,0.44407291666666665,0.446,0.441,0.374,0.374,0.374,['Stage'],['levelASD']
E21747,Earith,52.354128,0.03732,3.145,0.088,2.55,0.584,2.113249999999999,2.203,1.99,1.703,1.703,1.703,['Stage'],['levelASD']
E21788,Hamerton,52.428112,-0.3542,3.6,0.983,2.2,1.015,1.0140312499999993,1.015,1.014,1.017,1.017,1.017,['Stage'],['levelASD']
E21836,Corpusty,52.830878,1.126258,0.704,0.107,0.8200000000000001,0.025,0.09689583333333347,0.097,0.096,0.164,0.164,0.164,['Stage'],['levelASD']
E21838,Little Ouse,52.453082,0.545246,2.6,1.385,2.105,1.64,1.7451145833333328,1.771,1.717,1.902,1.902,1.902,['Stage'],['levelASD']
E21852,Boxford,52.028438,0.858403,2.231,1.13,1.77,0.065,1.1679791666666672,1.177,1.156,1.176,1.176,1.176,['Stage'],['levelASD']
E21856,Bures Bridge,51.972195,0.774544,2.045,0.081,1.43,-0.002,0.17634375,0.185,0.167,0.168,0.168,0.168,['Stage'],['levelASD']
E21862,Hail Weston,52.253951,-0.309376,3.445,1.075,1.299,0.096,0.052802083333333305,0.055,0.049,0.067,0.067,0.067,['Stage'],['levelASD']
E21968,Webbs Hole Sluice,52.320879,-0.002271,3.1,0.092,1.215,0.215,0.9973854166666672,1.013,0.89,0.498,0.498,0.498,['Stage'],['levelASD']
E22006,Low Street,52.612011,1.01713,1.883,0.081,1.3,0.168,0.143875,0.153,0.128,0.24,0.24,0.24,['Stage'],['levelASD']
E22008,Stone Road Farm,52.669401,0.995655,1.738,-0.035,1.82,0.0,0.21715624999999994,0.227,0.203,0.31,0.31,0.31,['Stage'],['levelASD']
E22022,Shalford,51.938949,0.502982,2.642,0.306,2.45,0.325,0.6461458333333332,0.725,0.568,0.623,0.623,0.623,['Stage'],['levelASD']
E22078,Wendling Beck,52.681119,0.893649,1.682,0.087,1.8,0.0,0.1680104166666666,0.171,0.166,0.23,0.23,0.23,['Stage'],['levelASD']
E22088,Haversham,52.073044,-0.805148,2.956,0.024,1.432,0.132,0.32382291666666674,0.339,0.307,0.362,0.362,0.362,['Stage'],['levelASD']
E22137,Wimpole,52.118971,-0.054461,1.662,0.043,0.344,0.063,0.0985104166666667,0.1,0.095,0.157,0.157,0.157,['Stage'],['levelASD']
E22176,Sicklesmere,52.212963,0.746693,1.786,0.202,1.3,0.229,0.28959375000000015,0.296,0.283,0.385,0.385,0.385,['Stage'],['levelASD']
E2223,St Andrews Mill,52.244802,-0.905866,2.04,-0.09,1.26,0.068,0.09107291666666671,0.094,0.085,0.189,0.189,0.189,['Stage'],['levelASD']
E22377,Milton Keynes,52.06301,-0.710466,2.231,0.06,1.281,0.119,0.35208333333333325,0.39,0.32,0.34,0.34,0.34,['Stage'],['levelASD']
E2261,Stilebridge,51.202357,0.515045,3.734,-0.099,3.48,0.114,0.21193750000000003,0.223,0.204,0.19,0.19,0.19,['Stage'],['levelASD']
E2270,Smarden,51.148275,0.682267,4.162,0.0,3.06,0.278,0.34722916666666676,0.362,0.337,0.253,0.253,0.253,['Stage'],['levelASD']
E2273,Barford Bridge,52.43909,-0.734823,1.956,0.0,1.6,0.018,0.15711458333333353,0.16,0.155,0.063,0.063,0.063,['Stage'],['levelASD']
E2285,Dodford,52.240918,-1.083171,1.72,0.0,1.25,0.025,0.04118749999999998,0.051,0.03,0.108,0.108,0.108,['Stage'],['levelASD']
E2296,Ashley,52.515233,-0.794532,2.95,0.0,2.1,0.028,0.05838541666666661,0.063,0.05,0.086,0.086,0.086,['Stage'],['levelASD']
E23527,Ely,52.399868,0.289328,1.39,0.003,0.9,0.432,0.5710520833333332,0.62,0.509,0.608,0.608,0.608,['Stage'],['levelASD']
E23726,Brackley,52.031808,-1.132641,2.952,0.014,1.492,0.119,0.24490624999999988,0.247,0.242,0.295,0.295,0.295,['Stage'],['levelASD']
E23740,Setchey Bridge,52.694217,0.419367,1.813,0.027,1.076,0.249,0.6469583333333334,0.68,0.623,0.752,0.752,0.752,['Stage'],['levelASD']
E23956,Ousden,52.206315,0.520869,2.241,0.0,1.7000000000000002,0.397,0.4126354166666664,0.413,0.412,0.416,0.416,0.416,['Stage'],['levelASD']
E24255,Brownshill,52.335738,0.008586,2.182,0.081,0.918,0.298,0.6447812500000001,0.741,0.52,0.299,0.299,0.299,['Stage'],['levelASD']
E24267,St Ives,52.317315,-0.072946,1.519,-0.118,0.355,0.136,0.3621562499999999,0.39,0.338,0.174,0.174,0.174,['Stage'],['levelASD']
E24302,Godmanchester,52.318507,-0.176335,1.285,0.083,0.488,0.305,0.35591666666666666,0.379,0.331,0.338,0.338,0.338,['Stage'],['levelASD']
E24317,Eaton Socon,52.21309,-0.281653,0.737,0.006,0.097,0.038,0.037052083333333326,0.053,0.026,0.044,0.044,0.044,['Stage'],['levelASD']
E24319,Thetford Coffee Mill Sluice,52.415589,0.734272,1.035,0.083,0.707,0.59,0.5595,0.591,0.527,0.516,0.516,0.516,['Stage'],['levelASD']
E24367,Offord,52.27627,-0.223832,1.484,0.083,0.656,0.332,0.44724999999999976,0.477,0.398,0.451,0.451,0.451,['Stage'],['levelASD']
E24451,Sharnbrook,52.219934,-0.521475,2.152,0.071,0.836,0.159,0.23223958333333342,0.237,0.224,0.262,0.262,0.262,['Stage'],['levelASD']
E24795,Debenham,52.232016,1.183613,1.532,-0.091,1.46,0.08,0.21677083333333338,0.227,0.206,0.241,0.241,0.241,['Stage'],['levelASD']
E24805,Bourn Brook,52.192643,-0.064443,3.081,0.029,0.496,0.222,0.26095833333333357,0.264,0.259,0.268,0.268,0.268,['Stage'],['levelASD']
E24806,Bourton Grounds,51.991569,-0.939719,2.454,0.045,0.726,0.105,0.16990624999999995,0.213,0.134,0.2,0.2,0.2,['Stage'],['levelASD']
E24807,Reedham,52.559314,1.570041,2.34,-0.7000000000000001,2.03,-0.45,1.1201458333333332,1.616,0.584,0.741,0.741,0.741,['Stage'],['levelASD']
E24814,Diss,52.371419,1.099743,1.599,-0.14,0.95,0.0,0.21609374999999997,0.232,0.205,0.31,0.31,0.31,['Stage'],['levelASD']
E24815,Framlingham,52.230723,1.344041,,,,,0.05072916666666666,0.061,0.042,,,,[],[]
E24819,Huntingfield,52.318638,1.425054,2.688,0.758,2.7,0.0,1.1152187499999995,1.133,1.092,1.267,1.267,1.267,['Stage'],['levelASD']
E24821,Kings Ripton,52.373829,-0.149082,1.921,0.005,0.95,0.071,0.17235416666666661,0.176,0.168,0.173,0.173,0.173,['Stage'],['levelASD']
E24829,Riseley,52.249147,-0.485347,2.179,0.587,0.7000000000000001,0.12,0.3650520833333333,0.381,0.335,0.386,0.386,0.386,['Stage'],['levelASD']
E24830,Saxmundham,52.217851,1.492103,2.94,0.891,1.76,0.0,1.1406354166666672,1.144,1.138,1.146,1.146,1.146,['Stage'],['levelASD']
E24899,Mountnessing,51.648181,0.346098,2.747,0.182,0.432,0.081,0.4012187500000001,0.425,0.375,0.363,0.363,0.363,['Stage'],['levelASD']
E25055,Buckingham,51.998052,-0.992004,2.163,0.065,0.525,0.128,0.15154166666666646,0.155,0.147,0.192,0.192,0.192,['Stage'],['levelASD']
E2608,Market Deeping,52.671948,-0.303639,0.66,-0.45,0.188,0.038,0.2005520833333334,0.204,0.193,0.108,0.108,0.108,['Stage'],['levelASD']
E2613,Deeping St James,52.666216,-0.280199,1.86,0.0,1.152,0.944,0.9918645833333328,1.006,0.971,0.934,0.934,0.934,['Stage'],['levelASD']
E2647,Hudds Mill,52.654318,-0.461033,1.5779999999999998,-6.1,0.344,0.0,0.1623229166666668,0.178,0.151,0.141,0.141,0.141,['Stage'],['levelASD']
E2655,"Old Mill Bridge, Lowick",52.408276,-0.556349,3.03,0.0,1.3,0.089,0.12281250000000009,0.125,0.121,0.173,0.173,0.173,['Stage'],['levelASD']
E2694,Little Bytham,52.748345,-0.50217,0.798,0.0,0.49,0.01,0.01738541666666666,0.019,0.016,0.056,0.056,0.056,['Stage'],['levelASD']
E2710,Manthorpe,52.731094,-0.419825,1.7000000000000002,0.0,0.89,0.31,0.3785000000000001,0.436,0.314,0.469,0.469,0.469,['Stage'],['levelASD']
E2734,Fosters Bridge,52.616269,-0.582013,1.832,0.0,1.09,0.042,0.06728125000000003,0.073,0.062,0.136,0.136,0.136,['Stage'],['levelASD']
E27675,Wardropers,51.644879,0.396505,2.344,-0.6980000000000001,2.056,0.0,0.46623958333333326,0.526,0.405,0.412,0.412,0.412,['Stage'],['levelASD']
E2790,Brigg,53.550068,-0.501979,2.61,0.0,2.37,0.482,1.203416666666666,1.276,1.153,1.228,1.228,1.228,['Stage'],['levelASD']
E2814,Lincoln Monson Street,53.221702,-0.541127,3.19,0.0,2.96,0.115,0.11835416666666669,0.137,0.108,0.229,0.229,0.229,['Stage'],['levelASD']
E2846,Bishopbridge,53.406624,-0.44906,2.229,0.0,0.97,0.041,0.07805208333333329,0.082,0.076,0.13,0.13,0.13,['Stage'],['levelASD']
E2862,Saltersford,52.890978,-0.62509,1.078,0.0,0.74,0.108,0.15427083333333333,0.171,0.15,0.24,0.24,0.24,['Stage'],['levelASD']
E2896,Irnham,52.833221,-0.460655,1.954,0.0,1.01,0.025,0.07409375000000006,0.078,0.07,0.063,0.063,0.063,['Stage'],['levelASD']
E2901,Claypole,53.022669,-0.746145,0.868,0.0,0.6900000000000001,0.11,0.15835416666666652,0.161,0.155,0.196,0.196,0.196,['Stage'],['levelASD']
E2902,Fiskerton Sluice,53.226658,-0.368683,1.624,-1.42,0.9,0.088,0.1533645833333333,0.189,0.12,0.108,0.108,0.108,['Stage'],['levelASD']
E29202,Hardham,50.949713,-0.529578,2.89,0.0,2.25,0.207,0.3297395833333336,0.337,0.322,0.282,0.282,0.282,['Stage'],['levelASD']
E3003,Kates Bridge,52.720446,-0.363945,1.479,0.0,0.74,0.057,0.07490625,0.076,0.074,0.186,0.186,0.186,['Stage'],['levelASD']
E3401,Littlebourne,51.273987,1.168823,0.755,0.0,0.53,0.015,0.22603125000000004,0.228,0.223,0.394,0.394,0.394,['Stage'],['levelASD']
E3951,Horton weir,51.257785,1.030079,1.239,0.009,0.75,0.151,0.24602083333333322,0.257,0.235,0.273,0.273,0.273,['Stage'],['levelASD']
E3966,Vauxhall Bridge,51.296693,1.105983,1.357,0.0,1.2,0.106,0.5581041666666665,0.571,0.539,0.319,0.319,0.319,['Stage'],['levelASD']
E40411,Bardney,53.213749,-0.345212,3.675,0.0,2.58,0.268,0.7631874999999999,0.861,0.695,0.753,0.753,0.753,['Stage'],['levelASD']
E4060,Bekesbourne,51.258144,1.145929,2.08,0.0,1.42,0.038,0.7444375000000002,0.748,0.742,0.79,0.79,0.79,['Stage'],['levelASD']
E40684,Brandy Wharf,53.460884,-0.474196,2.47,0.0,1.35,0.019,0.5139479166666667,0.573,0.474,0.526,0.526,0.526,['Stage'],['levelASD']
E41647,Nene Valley,52.236777,-0.839447,1.64,0.03,0.95,0.0,0.32770833333333294,0.34,0.3,0.35,0.35,0.35,['Stage'],['levelASD']
E42124,South Bridge,52.230338,-0.897436,3.4,1.0,2.0,1.13,1.1255416666666667,1.13,1.11,1.14,1.14,1.14,['Stage'],['levelASD']
E4225,Hougham,52.986895,-0.680145,3.963,0.0,1.69,0.708,0.8644583333333329,0.868,0.861,0.809,0.809,0.809,['Stage'],['levelASD']
E427,Allington Lock,51.295161,0.507204,1.624,3.337,0.5,0.07,0.15014583333333337,0.214,0.099,0.186,0.186,0.186,['Stage'],['levelASD']
E4321,Hothfield Upstream,51.157688,0.815185,3.9,0.0,2.34,0.066,0.2185104166666667,0.221,0.217,0.217,0.217,0.217,['Stage'],['levelASD']
E4330,Chart Leacon,51.145063,0.846976,1.77,0.065,0.61,0.103,0.1371666666666669,0.139,0.135,0.169,0.169,0.169,['Stage'],['levelASD']
E4341,Wye,51.184588,0.930529,1.803,0.01,1.0,0.106,0.2006041666666669,0.214,0.196,0.194,0.194,0.194,['Stage'],['levelASD']
E4351,Aldington Upstream,51.105167,0.948046,4.891,0.0,4.38,0.008,0.049999999999999906,0.05,0.05,0.047,0.047,0.047,['Stage'],['levelASD']
E4370,Brown Mill,51.171609,0.799508,1.921,0.0,0.75,0.077,0.1620833333333335,0.166,0.159,0.233,0.233,0.233,['Stage'],['levelASD']
E4402,White Water Dyke,51.121217,0.85627,1.375,0.0,1.16,0.012,0.0005208333333333337,0.002,-0.001,0.002,0.002,0.002,['Stage'],['levelASD']
E4403,Chapel Hill,53.070452,-0.196967,3.217,0.0,1.333,0.386,0.88628125,0.97,0.846,0.953,0.953,0.953,['Stage'],['levelASD']
E4405,Cranwell Line Sluice,53.00001,-0.427906,0.733,0.0,0.71,0.04,0.06085416666666665,0.068,0.038,0.106,0.106,0.106,['Stage'],['levelASD']
E4411,Slea Tilting Gate,52.998853,-0.408576,0.581,0.0,0.5,0.244,0.22230208333333343,0.229,0.193,0.245,0.245,0.245,['Stage'],['levelASD']
E4412,Aylesford Stream,51.133674,0.880127,2.957,0.0,1.569,0.892,0.9228437500000001,0.925,0.921,0.927,0.927,0.927,['Stage'],['levelASD']
E4413,New York,53.081293,-0.140778,1.539,0.0,1.1,0.094,0.919541666666667,0.922,0.916,0.905,0.905,0.905,['Stage'],['levelASD']
E4420,SOUTH WILLESBOROUGH GS,51.130148,0.878664,,,,,0.22192708333333347,0.23,0.218,0.205,0.205,0.205,['Stage'],['levelASD']
E4427,Wootton Park,52.212737,-0.938853,2.066,0.0,1.1,0.061,0.06746875000000001,0.069,0.065,0.103,0.103,0.103,['Stage'],['levelASD']
E4482,Castle Bytham,52.755941,-0.534509,1.499,0.0,0.99,0.01,0.14455208333333322,0.148,0.142,0.17,0.17,0.17,['Stage'],['levelASD']
E4483,Billingborough Ousemere,52.89634,-0.340975,1.763,-0.75,1.1,0.081,0.08915624999999999,0.101,0.07,0.101,0.101,0.101,['Stage'],['levelASD']
E4485,Swaton,52.922105,-0.319165,2.626,0.0,1.45,0.15,0.1653541666666666,0.178,0.145,0.177,0.177,0.177,['Stage'],['levelASD']
E46059,Rattlesden,52.192763,0.889367,1.612,0.01,0.3,0.0,0.20009374999999996,0.209,0.191,0.117,0.117,0.117,['Stage'],['levelASD']
E47041,Oakington,52.255096,0.055885,1.703,0.067,0.8,0.06,0.04647916666666668,0.108,-2.635,0.141,0.141,0.141,['Stage'],['levelASD']
E47050,Girton,52.243719,0.07758,2.386,0.749,0.931,0.777,0.7891250000000002,0.791,0.786,0.804,0.804,0.804,['Stage'],['levelASD']
E47061,Dowsby Fen,52.849491,-0.275979,3.7,0.0,2.5700000000000003,0.0,0.7069791666666672,0.717,0.693,0.675,0.675,0.675,['Stage'],['levelASD']
E47251,Ruskington Beck,53.048222,-0.396166,0.934,0.17,0.7000000000000001,0.0,0.28012500000000007,0.287,0.268,0.261,0.261,0.261,['Stage'],['levelASD']
E4803,Billinghay,53.077892,-0.274288,2.7,0.0,2.24,0.121,0.5209583333333335,0.651,0.45,0.417,0.417,0.417,['Stage'],['levelASD']
E4823,Great Easton Flood Storage Reservoir,52.529248,-0.758769,5.04,0.0,1.79,0.237,0.482947916666667,0.639,0.225,0.325,0.325,0.325,['Stage'],['levelASD']
E4826,Little Bridge,52.568529,-0.123188,2.8,0.0,1.35,0.049,0.5346458333333335,0.541,0.527,0.63,0.63,0.63,['Stage'],['levelASD']
E4828,Medbourne Flood Storage Reservoir,52.546177,-0.832027,11.5,0.0,3.5700000000000003,0.22,0.2750104166666668,0.28,0.272,0.274,0.274,0.274,['Stage'],['levelASD']
E4832,Weedon,52.229209,-1.080484,1.54,-0.04,1.35,0.0,0.03453125,0.045,0.02,0.074,0.074,0.074,['Stage'],['levelASD']
E4976,Revesby,53.125717,-0.052667,2.33,0.0,1.78,0.093,1.0345937500000002,1.039,1.03,0.995,0.995,0.995,['Stage'],['levelASD']
